nombre_unidad,razon_social,scian_codigo,scian_descripcion,estrato_personal,municipio,estado,colonia,telefono,www,source_url,source_date,exclusion_anexo_a
HIRUTA,HIRUTA MEXICO,336340,Fabricación de partes de sistemas de frenos para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR SANTA FE I,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HONDA CELAYA,HONDA DE MEXICO,336110,Fabricación de automóviles y camionetas,251 y más personas,Celaya,Guanajuato,PLANTA AUTOMOTRIZ,,WWW.HONDA.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
HOPE INDUSTRIES DE MEXICO,HOPE INDUSTRIES DE MEXICO,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,León,Guanajuato,PRO. FRACCIONES DE CAÑADA DE ALFARO,4777034354,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
IKD FAEZA,IKD FAEZA,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,Irapuato,Guanajuato,PARQUE TECNO INDUSTRIAL CASTRO DEL RIO,4621558708,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
IMASEN MÉXICO TECHNOLOGY,IMASEN MEXICO TECHNOLOGY,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,101 a 250 personas,Irapuato,Guanajuato,CENTRO INDUSTRIAL GUANAJUATO,4626214115,WWW.IMASEN.CO.JP,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
IMEM TRANSFORMADORES INTERNACIONALES,IMEM TRANSFORMADORES INTERNACIONALES,335312,Fabricación de equipo y aparatos de distribución de energía eléctrica,101 a 250 personas,Apaseo el Grande,Guanajuato,RANCHO NUEVO,,WWW.TRANSFORMADORELECTRICO.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INALFA ROOF SYSTEMS DE MÉXICO,INALFA ROOF SYSTEMS DE MEXICO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Irapuato,Guanajuato,PARQUE TECNOINDUSTRIAL CASTRO DEL RIO,,WWW.INALFA-ROOFSYSTEMS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INDUSTRIAS ACROS WHIRLPOOL,INDUSTRIAS ACROS WHIRLPOOL,335220,Fabricación de aparatos de línea blanca,251 y más personas,Celaya,Guanajuato,LA PROVIDENCIA,,WWW.WHIRLPOOL.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INDUSTRIAS NORAMEX,INDUSTRIAS NORAMEX,333242,Fabricación de maquinaria y equipo para la industria del hule y del plástico,101 a 250 personas,León,Guanajuato,PRO. FRACCIONES DE SAN CARLOS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INMETMATIC,INMETMATIC,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,San José Iturbide,Guanajuato,OPCION,,WWW.MULTIMATIC.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
INTEVA MEXICO,INTEVA MEXICO,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ISS MÉXICO MANUFACTURING,ISS MEXICO MANUFACTURING,336350,Fabricación de partes de sistemas de transmisión para vehículos automotores,101 a 250 personas,Irapuato,Guanajuato,CASTRO DEL RIO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ITECH ECOENERGIAS,ITECH ECOENERGIAS,332810,Recubrimientos y terminados metálicos,101 a 250 personas,Celaya,Guanajuato,SAN ISIDRO CRESPO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
ITT MOTION TECHNOLOGIES MÉXICO,ITT MOTION TECHNOLOGIES MEXICO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
J CLIMA SISTEMAS MEXICO,J CLIMA SISTEMAS MEXICO,336390,Fabricación de otras partes para vehículos automotrices,101 a 250 personas,Salamanca,Guanajuato,COMPLEJO INDUSTRIAL SALAMANCA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
JOHNAN,JOHNAN DE MEXICO,336390,Fabricación de otras partes para vehículos automotrices,101 a 250 personas,Silao de la Victoria,Guanajuato,LAS COLINAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
K TECH INDUSTRIAL MEXICO,K TECH INDUSTRIAL MEXICO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KAUTEX TEXTRON DE MEXICO,KAUTEX TEXTRON DE MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,Silao de la Victoria,Guanajuato,SANTA FE 2,,WWW.KAUTEXTEXTRON.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KAWADA MX,KAWADA MX,336390,Fabricación de otras partes para vehículos automotrices,101 a 250 personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,4772084420,WWW.MXKAWADA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KOLBENSCHMIDT DE MEXICO,KOLBENSCHMIDT DE MEXICO,336310,Fabricación de motores de gasolina y sus partes para vehículos automotrices,251 y más personas,Celaya,Guanajuato,ARBOLEDAS DE SAN RAFAEL,4613907553,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KOSTAL MEXICANA,KOSTAL MEXICANA,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,Acámbaro,Guanajuato,LOMA BONITA II,,WWW.KOSTAL-KONTAKT-SYSTEME.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KROMBERG & SCHUBERT MEXICO LE IRAPUATO 75,KROMBERG & SCHUBERT MEXICO LE,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,Irapuato,Guanajuato,CASTRO DEL RIO,,WWW.KROMBERG-SCHUBERT.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KROMBERG & SCHUBERT MEXICO LE SAN FRANCISCO 66,KROMBERG & SCHUBERT MEXICO LE,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,San Francisco del Rincón,Guanajuato,COLINAS DEL RINCÓN,,WWW.KROMBERG-SCHUBERT.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KS GLEITLAGER DE MEXICO,KS GLEITAGER DE MEXICO,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,101 a 250 personas,Celaya,Guanajuato,2A FRACCION DE CRESPO,,WWW.TEAMPORTAL.KUS.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KUO MOTOR,KUO MOTOR,336310,Fabricación de motores de gasolina y sus partes para vehículos automotrices,251 y más personas,Celaya,Guanajuato,SEGUNDA FRACCIÓN DE CRESPO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KYB MEXICO,KYB MEXICO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR SILAO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
KYOHO TOYOTSU MEXICO,KYOHO TOYOTSU MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,Apaseo el Grande,Guanajuato,PARQUE AUTOMOTRIZ TOYOTA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
L&V5 MEXICO,L&V5 MEXICO,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,Silao de la Victoria,Guanajuato,PARQUE INDUSTRIAL PANAN,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
LEAR CORPORATION PLANTA LEON,LEAR MEXICAN TRIM OPERATIONS,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,León,Guanajuato,SAN JOSE DE CEMENTOS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
LEAR SAN FELIPE,LEAR MEXICAN TRIM OPERATIONS,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,San Felipe,Guanajuato,PROGRESIVA GUANAJUATO,,WWW.LEAR.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
LEAR SILAO,LEAR CORPORATION MEXICO,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,Silao de la Victoria,Guanajuato,Y DE NEGOCIOS LAS COLINAS,,WWW.LEAR.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
LEGGETT & PLATT AUTOMOTIVE,L&V 5 MEXICO,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,Silao de la Victoria,Guanajuato,PANAN 1,4721339102,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
LEONI CABLE,LEONI CABLE,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,101 a 250 personas,Apaseo el Grande,Guanajuato,AMISTAD BAJ?O,,WWW.LEONI-CABLE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MACAUTO MEXICO,MACAUTO MEXICO,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,101 a 250 personas,León,Guanajuato,SAN JOSE DE CEMENTOS,,WWW.MACAUTO-GROUP.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAGNA,SAN LUIS METAL FORMING,332320,Fabricación de productos de herrería,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAGNA AUTOMOTIVE SYSTEM,SAN LUIS METAL FORMING,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAHLE SILAO,MAHLE BEHR RIO BRAVO,336310,Fabricación de motores de gasolina y sus partes para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,LAS COLINAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAHLE SISTEMAS DE FILTRACION DE MEXICO,MAHLE SISTEMAS DE FILTRACION DE MEXICO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Apaseo el Grande,Guanajuato,PARQUE INDUSTRIAL AMISTAD BAJIO,,WWW.MAHLE.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAILHOT DE MEXICO,MAILHOT DE MEXICO,333920,Fabricación de maquinaria y equipo para levantar y trasladar,101 a 250 personas,Silao de la Victoria,Guanajuato,SANTA FE PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MANUFACTURA DE TUBO DE ACERO PARA EL RAMO AUTOMOTRIZ NIPPON STEEL,NIPPON STEEL PIPE MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,WWW.NIPPON.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MANUFACTURAS DIVERSAS,MANUFACTURAS DIVERSAS,339999,Otras industrias manufactureras,251 y más personas,León,Guanajuato,EL DORADO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MANUFACTURAS ESPECIALIZADAS METALICAS PARA LA INDUSTRIA DE LA CONSTRUCCION,MANUFACTURAS ESPECIALIZADAS METALICAS PARA LA INDUSTRIA DE LA CONSTRUCCION,337120,"Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería",101 a 250 personas,Irapuato,Guanajuato,SAN MIGUELITO,,WWW.ECOESTUFA.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MANUFACTURERA CONECEL,MANUFACTURERA CONECEL,335999,Fabricación de otros productos eléctricos,101 a 250 personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAQUINADO DE PIEZAS PARA MAQUINARIA Y EQUIPO EN GENERAL SIN NOMBRE,,332710,Maquinado de piezas metálicas para maquinaria y equipo en general,251 y más personas,Apaseo el Grande,Guanajuato,AMISTAD CHUY MARIA,,WWW.PROMEBA.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAQUINADOS DE PRECISION DE MEXICO,MAQUINADOS DE PRECISION DE MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,Celaya,Guanajuato,EL VERGEL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MARQUARDT MEXICO,MARQUARDT MEXICO,334410,Fabricación de componentes electrónicos,251 y más personas,Irapuato,Guanajuato,PARQUE TECNOINDUSTRIAL CASTRO DEL RÍO,4621320835,WWW.MARQUARDT.DE,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MARTINREA SILAO PLANTA 1,MARTINREA DEVELOPMENTS DE MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MARTINREA SILAO PLANTA2,MARTINREA DEVELOPMENTS DE MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MAZDA MOTOR MANUFACTURING DE MEXICO,MAZDA MOTOR MANUFACTURING DE MEXICO,336110,Fabricación de automóviles y camionetas,251 y más personas,Salamanca,Guanajuato,COMPLEJO INDUSTRIAL SALAMANCA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MD ELEKTRONIK DE MEXICO,MD ELEKTRONIK DE MEXICO,335920,Fabricación de cables de conducción eléctrica,251 y más personas,León,Guanajuato,PARQUE INDUSTRIAL COLINAS DE LEÓN,,WWW.MD-ELEKTRONIK.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MERIT TECHNOLOGIES,MERIT TECHNOLOGIES DE MEXICO WORLD WIDE,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,101 a 250 personas,San José Iturbide,Guanajuato,PARQUE OPCION NOGALES,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
METAL ONE STEEL SERVICE DE MEXICO,METAL ONE STEEL SERVICE DE MEXICO,332999,Fabricación de otros productos metálicos,251 y más personas,Apaseo el Grande,Guanajuato,PARQUE INDUSTRIAL AMISTAD BAJIO,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
METALFRIO SOLUTIONS MEXICO,METALFRIO SOLUTIONS MEXICO,333412,Fabricación de equipo de refrigeración industrial y comercial,251 y más personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,WWW.METALFRIO.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MIDORI AUTO LEATHER MEXICANA,MIDORI AUTO LEATHER MEXICANA,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,León,Guanajuato,ARROYO HONDO,,WWW.MIDORIAUTOLEATHER.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MIDORI AUTO LEATHER MEXICANA,MIDORI AUTO LEATHER MEXICANA,336360,Fabricación de asientos y accesorios interiores para vehículos automotores,251 y más personas,León,Guanajuato,BOSQUES DEL REFUGIO,,WWW.MIDORIAUTOLEATHER.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MINEBEA ACCESOLUTIONS MEXICO,MINEBEA ACCESOLUTIONS MEXICO,336390,Fabricación de otras partes para vehículos automotrices,251 y más personas,Silao de la Victoria,Guanajuato,PUERTO INTERIOR,4774331133,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MINO,MINO INDUSTRY MEXICO,336370,Fabricación de piezas metálicas troqueladas para vehículos automotrices,251 y más personas,León,Guanajuato,PARQUE INDUSTRIAL COLINAS DE LEÓN,4774019234,WWW.MNO.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MISA NATIONAL METAL PROCESSING,MISA NATIONAL METAL PROCESSING,332810,Recubrimientos y terminados metálicos,101 a 250 personas,San José Iturbide,Guanajuato,PARQUE OPCION,4421904190,WWW.MISA-NATIONALMATERIAL.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MITSUI KINZOKU ACT MEXICANA,MITSUI KINZOKU ACT MEXICANA,332510,Fabricación de herrajes y cerraduras,251 y más personas,Silao de la Victoria,Guanajuato,LAS COLINAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MONROE MEXICO,MONROE MEXICO,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,251 y más personas,Celaya,Guanajuato,CIUDAD INDUSTRIAL,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MUBEA DE MEXICO,MUBEA DE MEXICO,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,251 y más personas,Apaseo el Grande,Guanajuato,LA AMISTAD CHUY MARIA,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
MX ESTRUCTURAS,MX ESTRUCTURAS,332310,Fabricación de estructuras metálicas,101 a 250 personas,León,Guanajuato,SAN JUAN DE OTATES,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NACIONAL DE COBRE,NACIONAL DE COBRE,331420,Laminación secundaria de cobre,251 y más personas,Villagrán,Guanajuato,NINGUNO,,WWW.NACOBRE.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NEDEC MEXICO,NEDEC MEXICO,331520,Moldeo por fundición de piezas metálicas no ferrosas,251 y más personas,San José Iturbide,Guanajuato,OPCION,5521989597,WWW.NEDEC.COM.MX,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NEO ALIMINIO,NEO ALUMINIO,331310,Industria básica del aluminio,251 y más personas,San José Iturbide,Guanajuato,JESUS MARIA DE ABAJO,5513845363,WWW.EXMET.COM,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NHK SPRING MÉXICO,NHK SPRING MEXICO,336330,Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices,251 y más personas,Irapuato,Guanajuato,PARQUE TECNOINDUSTRIAL CASTRO DEL RIO,4621898108,WWW.NHKSPG.CO.JP,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
NIDEC MOBILITY MEXICO,NIDEC MOBILITY MEXICO,336320,Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores,251 y más personas,Silao de la Victoria,Guanajuato,Y DE NEGOCIOS LAS COLINAS,,,https://www.inegi.org.mx/contenidos/masiva/denue/denue_11_csv.zip,2026-08-26 (DENUE version 2026-05-20),
