no,nombre_instalacion,estado,anio_vigencia,tipo_certificado
1166,"CERVECERÍA YUCATECA, S. DE R.L. DE C.V.",Yucatán,2027,Industria Limpia
1167,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA PUEBLA II)",Puebla,2027,Calidad Ambiental
1168,"IBERDROLA COGENERACIÓN ALTAMIRA, S.A. DE C.V.",Tamaulipas,2027,Industria Limpia
1169,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA CULIACÁN, SUBESTACIONES CULIACÁN LIBRAMIENTO, NAVOLATO, QUILA Y SANALONA",Sinaloa,2027,Calidad Ambiental
1170,VITALMEX COMERCIAL S.A. DE C.V.,Morelos,2027,Industria Limpia
1171,"GRUPO AVIMARCA, S.A. DE C.V. (DIVISIÓN PLANTA PROCESADORA DE AVES)",Chiapas,2027,Industria Limpia
1172,"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V. (PLANTA XVII)",Sinaloa,2027,Industria Limpia
1173,"COMERCIALIZADORA DE LÁCTEOS Y DERIVADOS, S.A. DE C.V. (PLANTA TIZAYUCA)",Hidalgo,2027,Industria Limpia
1174,"DON DIEGO SOLAR, S.A.P.I. DE C.V.",Sonora,2027,Industria Limpia
1175,"PARQUES ECOLÓGICOS DE MÉXICO, S.A. DE C.V.",Oaxaca,2027,Industria Limpia
1176,"CFE TRANSMISIÓN GERENCIA REGIONAL DE TRANSMISIÓN VALLE DE MÉXICO ZONA DE TRANSMISIÓN VALLE DE MÉXICO CENTRO, SUBESTACIÓN OTUMBA",México,2027,Calidad Ambiental
1177,"MECHANICS & TOOLS, S.A..DE C.V.",Morelos,2027,Industria Limpia
1178,"CAPSUGEL DE MÉXICO, S. DE R.L. DE C.V.",Puebla,2027,Industria Limpia
1179,"ALTECSA, S.A. DE C.V.",Tlaxcala,2027,Industria Limpia
1180,"FÁBRICAS MONTERREY, S.A. DE C.V. PLANTA TOLUCA",México,2027,Industria Limpia
1181,"ASOCIACIÓN ESTRATÉGICA AMBIENTAL Y LABORAL, S.A. DE C.V. (OSCAR CONSULTORES)",Jalisco,2027,Calidad Ambiental
1182,"RESINAS SINTÉTICAS, S.A. DE C.V.",Michoacan,2027,Industria Limpia
1183,"THOR QUIMICOS DE MÉXICO, S.A. DE C.V.",Queretaro,2027,Industria Limpia
1184,"AEROPUERTO DE MORELIA, S.A. DE C.V.",Michoacan,2027,Calidad Ambiental
1185,"OPERADORA TURÍSTICA VICTORIA, S.A. DE C.V. (GRAND FIESTA AMERICANA QUERÉTARO)",Queretaro,2027,Calidad Ambiental Turistica
1186,"COOPER-STANDARD AUTOMOTIVE SERVICES, S. DE R.L. DE C.V. (PLANTA AGUASCALIENTES)",Aguascalientes,2027,Industria Limpia
1187,"CORPORACIÓN DEL BALSAS, S.A. DE C.V. (MUELLE DE METALES Y MINERALES)",Michoacan,2027,Calidad Ambiental
1188,"GILL INDUSTRIES OF MÉXICO, S. DE R.L. DE C.V. PLANTA NAUCALPAN",Cd. de México / Zmvm,2027,Industria Limpia
1189,"PROCTER & GAMBLE MANUFACTURING MÉXICO, S. DE R.L. DE C.V. - PLANTA ALCE BLANCO",Cd. de México / Zmvm,2027,Industria Limpia
1190,"EÓLICA DOS ARBOLITOS, S.A. DE C.V.",Oaxaca,2027,Industria Limpia
1191,"AEROPUERTO DE HUATULCO, S.A. DE C.V.",Oaxaca,2027,Calidad Ambiental
1192,"AEROPUERTO DE COZUMEL, S.A. DE C.V.",Quintana Roo,2027,Calidad Ambiental
1193,"CFE GENERACIÓN II EPS, PRESA REGULADORA SAN RAFAEL",Nayarit,2027,Calidad Ambiental
1194,"FÁBRICA DE HARINAS ELIZONDO, S.A. DE C.V., PLANTA POLANCO",Cd. de México / Zmvm,2027,Industria Limpia
1195,"PALETAS MARA, S.A. DE C.V.",Zacatecas,2027,Industria Limpia
1196,"MULTISUR, S.A. DE C.V. (TERMINAL GRANELERA)",Yucatán,2027,Calidad Ambiental
1197,"AEROPUERTO DE ZIHUATANEJO, S.A. DE C.V.",Guerrero,2027,Calidad Ambiental
1198,"BONAFONT, S.A. DE C.V. (PLANTA VILLAHERMOSA)",Tabasco,2027,Industria Limpia
1199,"EMBOTELLADORA MEXICANA DE BEBIDAS REFRESCANTES, S. DE R.L. DE C.V. PLANTA SABINO",Cd. de México / Zmvm,2027,Industria Limpia
1200,"CFE TRANSMISIÓN, GERENCIA NOROESTE, ZONA MAZATLÁN, SUBESTACIONES MAZATLÁN DOS Y HABAL",Sinaloa,2027,Calidad Ambiental
1201,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA SALTILLO, SUBESTACIÓN CAPELLANÍA",Coahuila,2027,Calidad Ambiental
1202,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA SABINAS, SUBESTACIÓN BAJÍO",Coahuila,2027,Calidad Ambiental
1203,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA SABINAS, SUBESTACIÓN MINERA",Coahuila,2027,Calidad Ambiental
1204,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA SABINAS, SUBESTACIÓN SABINAS",Coahuila,2027,Calidad Ambiental
1205,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA NUEVO LAREDO, SUBESTACIÓN FALCÓN",Tamaulipas,2027,Calidad Ambiental
1206,"ESPAMEX DISTRIBUCIONES Y REPRESENTACIONES, S.A. DE C.V. (CEDINAL), CENTRO DE DISTRIBUCIÓN NACIONAL",Tlaxcala,2027,Calidad Ambiental
1207,"CONSORCIO INDUSTRIAL MEXICANO DE AUTOPARTES, S. DE R.L. DE C.V., PLANTA PANZACOLA",Tlaxcala,2027,Industria Limpia
1208,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA MORELIA, SUBESTACIONES TARIMBARO, CUITZEO, MORELOS, MORELIA NORTE, AEROPUERTO, ABASTOS, MORELIA INDUSTRIAL, PEDREGAL, CUITZILLOS Y TRIGUILLOS",Michoacan,2027,Calidad Ambiental
1209,"INTIMARK, S. DE R.L DE C.V",México,2027,Industria Limpia
1210,"CFE DISTRIBUCION, GERENCIA BAJIO, ZONA QUERÉTARO, SUBESTACIONES SAN JOSÉ ITURBIDE Y LA SOLEDAD",Guanajuato,2027,Calidad Ambiental
1211,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA ZAMORA, SUBESTACIONES ARBOLEDAS, GUASCUARO, IXTLÁN, JACONA, PERIBÁN, PURÉPERO, ZAMORA",Michoacan,2027,Calidad Ambiental
1212,"CFE DISTRIBUCION, GERENCIA BAJIO, ZONA QUERÉTARO, SUBESTACIONES LA GRIEGA, QUERÉTARO INDUSTRIAL, QUERÉTARO MANIOBRAS, QUERÉTARO SUR, SAN ILDEFONSO, SATÉLITE, TEPEYAC, CIMATARIO, AEROESPACIAL, MICRO PARQUE, BUENAVISTA NORTE Y MARQUÉS ORIENTE",Queretaro,2027,Calidad Ambiental
1213,CFE GENERACIÓN VI CENTRAL HIDROELÉCTRICA BELISARIO DOMÍNGUEZ (ANGOSTURA),Chiapas,2027,Industria Limpia
1214,"COMPAĄÍA MINERA PITALLA, S.A. DE C.V. (UNIDAD LA COLORADA)",Sonora,2027,Industria Limpia
1215,"BIMBO, S.A. DE C.V. PLANTA SANTA MARÍA",Cd. de México / Zmvm,2027,Industria Limpia
1216,"CELULOSA Y CORRUGADOS DE SONORA, S.A. DE C.V. (PLANTA NAVOJOA)",Sonora,2027,Industria Limpia
1217,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE GENERACIÓN, CRP SURESTE, CENTRAL TURBOGAS NIZUC",Quintana Roo,2027,Industria Limpia
1218,"FÁBRICA DE PAPEL SAN FRANCISCO, S.A. DE C.V. (PLANTA CONVERSIÓN MEXICALI)",Baja California,2027,Industria Limpia
1219,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE GENERACIÓN, CRP SURESTE, CENTRAL TURBOGAS CHANKANAAB",Quintana Roo,2027,Industria Limpia
1220,"BEBIDAS MUNDIALES, S. DE R.L. DE C.V. PLANTA LA FAVORITA",Jalisco,2027,Industria Limpia
1221,"CFE TRANSMISIÓN, ZONA DE TRANSMISIÓN CAMARGO (SUBESTACIONES ELÉCTRICAS, FRANCISCO VILLA, CAMARGO DOS, MESTEĄAS Y SANTIAGO DOS)",Chihuahua,2027,Calidad Ambiental
1222,CFE. GENERACIÓN VI CENTRAL HIDROELÉCTRICA BOMBANÁ,Chiapas,2027,Industria Limpia
1223,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE TRANSMISIÓN, GERENCIA NOROESTE, ZONA CULIACÁN, SUBESTACIONES CULIACÁN TRES, CULIACÁN POTENCIA, LA HIGUERA, GUAMÚCHIL DOS Y CULIACÁN PONIENTE",Sinaloa,2027,Calidad Ambiental
1224,"CFE DISTRIBUCIÓN, GERENCIA BAJÍO, ZONA SAN JUAN DEL RÍO, SUBESTACIÓN SAN JUAN MANIOBRAS",Queretaro,2027,Calidad Ambiental
1225,"CFE DISTRIBUCIÓN, GERENCIA BAJÍO, ZONA SAN JUAN DEL RÍO, SUBESTACIÓN EZEQUIEL MONTES",Queretaro,2027,Calidad Ambiental
1226,"MOTORES HERMÉTICOS DEL SUR, S. DE R.L. DE C.V.",Tamaulipas,2027,Industria Limpia
1227,"CFE GENERACIÓN I EPS, CENTRAL HIDROELÉCTRICA INFIERNILLO",Michoacan,2027,Industria Limpia
1228,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA PIEDRAS NEGRAS, SUBESTACIÓN ALLENDE DOS",Coahuila,2027,Calidad Ambiental
1229,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA PIEDRAS NEGRAS, SUBESTACIÓN PARQUE INDUSTRIAL ACUĄA",Coahuila,2027,Calidad Ambiental
1230,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA PIEDRAS NEGRAS, SUBESTACIÓN PUENTE INTERNACIONAL",Coahuila,2027,Industria Limpia
1231,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA MONCLOVA, SUBESTACIÓN ALTAMIRANO",Coahuila,2027,Calidad Ambiental
1232,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA MONCLOVA, SUBESTACIÓN REGIDORES",Coahuila,2027,Calidad Ambiental
1233,"CFE DISTRIBUCIÓN, GERENCIA DE DISTRIBUCIÓN PENINSULAR, ZONA CANCÚN, SUBESTACIÓN POKTAPOK",Quintana Roo,2027,Calidad Ambiental
1234,"CFE DISTRIBUCIÓN, GERENCIA DE DISTRIBUCIÓN PENINSULAR, ZONA CANCÚN, SUBESTACIÓN CANEK",Quintana Roo,2027,Calidad Ambiental
1235,"CFE DISTRIBUCIÓN, GERENCIA DE DISTRIBUCIÓN PENINSULAR, ZONA CANCÚN, SUBESTACIÓN CHAAC",Quintana Roo,2027,Calidad Ambiental
1236,"CFE DISTRIBUCIÓN, GERENCIA DE DISTRIBUCIÓN PENINSULAR, ZONA CANCÚN, SUBESTACIÓN HUNABKU",Quintana Roo,2027,Calidad Ambiental
1237,"CFE DISTRIBUCIÓN, GERENCIA DE DISTRIBUCIÓN PENINSULAR, ZONA CANCÚN, SUBESTACIÓN IXCHEL",Quintana Roo,2027,Calidad Ambiental
1238,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA CHILPANCINGO, SUBESTACIONES: TLAPA NUEVA, OLINALÁ Y LA VENTA",Guerrero,2027,Calidad Ambiental
1239,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA CHILPANCINGO, SUBESTACIONES: AYUTLA, TIXTLA, MALINALTEPEC Y HUAMUXTITLÁN",Guerrero,2027,Calidad Ambiental
1240,"CFE DISTRIBUCIÓN, DIVISIÓN CENTRO SUR, ZONA ACAPULCO, SUBESTACIÓN POZO RANNEY",Guerrero,2027,Calidad Ambiental
1241,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA NUEVO LAREDO, SUBESTACIÓN CAMPESTRE",Tamaulipas,2027,Calidad Ambiental
1242,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA NUEVO LAREDO, SUBESTACIÓN NUEVO LAREDO",Tamaulipas,2027,Calidad Ambiental
1243,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA NUEVO LAREDO, SUBESTACIÓN LAREDO PONIENTE",Tamaulipas,2027,Calidad Ambiental
1244,"COMISIÓN FEDERAL DE ELECTRICIDAD, SUBDIRECCIÓN DE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA PIEDRAS NEGRAS, SUBESTACIÓN MICARE",Coahuila,2027,Calidad Ambiental
1245,"CFE DISTRIBUCIÓN, GERENCIA NOROESTE, ZONA MAZATLÁN SUBESTACIONES MAZATLÁN ORIENTE Y MAZATLÁN UNO",Sinaloa,2027,Calidad Ambiental
